,date,open,high,low,close,volume,result
63,2017-08-27 20:30:00+04:30,335.04,341.47,332.97,339.64,795.1317700000001,buy
64,2017-08-28 00:30:00+04:30,341.47,348.13,337.12,348.13,571.7240400000001,sell
65,2017-08-28 04:30:00+04:30,348.11,351.0,343.44,343.44,740.63428,sell
66,2017-08-28 08:30:00+04:30,343.43,343.69,331.95,338.77,1139.9489800000001,buy
67,2017-08-28 12:30:00+04:30,340.89,342.86,336.54,341.9,636.04761,sell
68,2017-08-28 16:30:00+04:30,339.62,347.41,339.34,341.83,587.29518,buy
69,2017-08-28 20:30:00+04:30,341.83,347.42,340.49,344.3,759.06227,buy
70,2017-08-29 00:30:00+04:30,342.54,348.5,342.16,346.0,416.19338,buy
71,2017-08-29 04:30:00+04:30,347.0,353.23,346.0,350.03,276.84576,buy
72,2017-08-29 08:30:00+04:30,351.19,360.79,350.02,354.18,381.6272,buy
73,2017-08-29 12:30:00+04:30,354.17,367.13,354.01,356.75,463.44028,buy
74,2017-08-29 16:30:00+04:30,358.1,367.4,358.1,364.57,737.9557,buy
75,2017-08-29 20:30:00+04:30,365.74,373.66,362.79,367.44,694.84255,buy
76,2017-08-30 00:30:00+04:30,367.44,377.6,367.36,374.7,477.42276,sell
77,2017-08-30 04:30:00+04:30,374.7,377.8,367.37,373.0,344.29846000000003,buy
78,2017-08-30 08:30:00+04:30,373.0,393.71,372.92,378.14,452.43879000000004,sell
79,2017-08-30 12:30:00+04:30,378.16,384.33,362.05,375.9,1349.92146,buy
80,2017-08-30 16:30:00+04:30,373.01,385.33,370.49,379.38,1027.5116,buy
81,2017-08-30 20:30:00+04:30,379.38,389.8,378.72,383.38,678.1019200000001,buy
82,2017-08-31 00:30:00+04:30,385.34,387.29,380.74,385.93,594.32385,sell
83,2017-08-31 04:30:00+04:30,384.64,384.64,377.78,383.51,676.3998,sell
84,2017-08-31 08:30:00+04:30,383.66,385.94,379.21,383.14,482.67689,buy
85,2017-08-31 12:30:00+04:30,381.89,387.42,378.85,387.42,788.3641,sell
86,2017-08-31 16:30:00+04:30,385.82,389.36,383.48,383.76,905.28394,buy
87,2017-08-31 20:30:00+04:30,384.38,387.39,383.13,384.45,878.8837199999999,buy
88,2017-09-01 00:30:00+04:30,385.1,388.25,383.19,384.79,704.2601,buy
89,2017-09-01 04:30:00+04:30,386.44,394.39,384.79,390.86,752.09698,sell
90,2017-09-01 08:30:00+04:30,392.65,394.27,383.18,388.4,754.4447200000001,buy
91,2017-09-01 12:30:00+04:30,389.48,393.08,387.46,389.64,865.19825,sell
92,2017-09-01 16:30:00+04:30,389.56,391.2,385.88,387.01,827.8430900000001,buy
93,2017-09-01 20:30:00+04:30,387.91,393.4,386.05,388.08,797.61671,buy
94,2017-09-02 00:30:00+04:30,389.62,394.02,388.08,388.46,201.48459,sell
95,2017-09-02 04:30:00+04:30,388.58,394.32,373.66,378.52,916.21546,sell
96,2017-09-02 08:30:00+04:30,378.51,379.6,347.0,363.7,1906.75794,sell
97,2017-09-02 12:30:00+04:30,364.83,364.84,350.42,357.0,1296.2599300000002,sell
98,2017-09-02 16:30:00+04:30,358.25,360.28,327.09,341.72,1569.16565,sell
99,2017-09-02 20:30:00+04:30,341.72,345.27,329.73,336.18,1353.9823900000001,buy
100,2017-09-03 00:30:00+04:30,338.08,343.15,320.08,343.14,1197.94587,buy
101,2017-09-03 04:30:00+04:30,343.56,352.67,340.2,348.85,1014.47822,buy
102,2017-09-03 08:30:00+04:30,348.85,367.28,348.84,357.81,697.53237,sell
103,2017-09-03 12:30:00+04:30,357.82,363.45,334.75,336.54,1200.0389599999999,sell
104,2017-09-03 16:30:00+04:30,337.69,348.22,320.08,329.34,1590.16682,buy
105,2017-09-03 20:30:00+04:30,329.35,347.73,328.3,343.03,451.76818,sell
106,2017-09-04 00:30:00+04:30,343.61,347.68,337.35,341.77,299.63756,sell
107,2017-09-04 04:30:00+04:30,339.29,344.55,328.27,329.62,348.0023,sell
108,2017-09-04 08:30:00+04:30,329.62,339.26,270.38,275.01,1369.08087,buy
109,2017-09-04 12:30:00+04:30,284.51,314.27,270.0,289.93,2246.1185800000003,sell
110,2017-09-04 16:30:00+04:30,286.35,298.18,267.94,269.54,1435.0234699999999,buy
111,2017-09-04 20:30:00+04:30,268.93,302.55,268.2,296.43,660.72272,sell
112,2017-09-05 00:30:00+04:30,299.04,312.92,282.36,283.77,678.86267,sell
113,2017-09-05 04:30:00+04:30,286.81,298.74,235.55,271.12,2602.05439,buy
114,2017-09-05 08:30:00+04:30,269.61,297.25,268.11,296.52,1541.68659,sell
115,2017-09-05 12:30:00+04:30,296.56,299.64,282.52,295.98,1497.65197,sell
116,2017-09-05 16:30:00+04:30,295.79,304.99,289.1,291.66,1281.64552,buy
117,2017-09-05 20:30:00+04:30,290.07,321.52,285.94,318.26,677.80125,sell
118,2017-09-06 00:30:00+04:30,318.71,320.45,309.76,312.09,743.57952,buy
119,2017-09-06 04:30:00+04:30,313.29,333.12,312.09,325.73,1625.39279,sell
120,2017-09-06 08:30:00+04:30,325.55,328.06,314.76,318.53,886.1957699999999,buy
121,2017-09-06 12:30:00+04:30,320.31,335.02,319.02,335.02,1046.0507400000001,sell
122,2017-09-06 16:30:00+04:30,331.73,335.24,321.01,335.0,1719.3536199999999,none
123,2017-09-07 00:30:00+04:30,335.0,336.34,335.0,335.0,209.31696000000002,sell
124,2017-09-07 04:30:00+04:30,335.01,335.01,320.35,326.59,695.1381700000001,sell
125,2017-09-07 08:30:00+04:30,326.59,330.45,321.31,323.57,257.51863,buy
126,2017-09-07 12:30:00+04:30,323.57,332.53,320.17,329.94,470.73116,buy
127,2017-09-07 16:30:00+04:30,329.94,338.38,327.79,337.0,963.8723,sell
128,2017-09-07 20:30:00+04:30,337.0,342.5,328.81,333.52,522.99046,buy
129,2017-09-08 00:30:00+04:30,334.77,338.35,329.15,334.49,193.64673,sell
130,2017-09-08 04:30:00+04:30,334.49,335.1,326.79,330.0,380.72444,sell
131,2017-09-08 08:30:00+04:30,329.35,331.68,324.72,329.57,297.62059,buy
132,2017-09-08 12:30:00+04:30,329.57,333.76,329.57,331.53,288.20259,sell
133,2017-09-08 16:30:00+04:30,330.1,331.57,272.0,294.05,2343.12862,buy
134,2017-09-08 20:30:00+04:30,294.06,310.46,280.8,294.06,899.6008099999999,buy
135,2017-09-09 00:30:00+04:30,294.06,306.9,281.52,302.99,706.47988,sell
136,2017-09-09 04:30:00+04:30,300.01,302.0,286.96,292.31,794.0672099999999,buy
137,2017-09-09 08:30:00+04:30,292.31,306.42,281.66,299.68,471.38503,buy
138,2017-09-09 12:30:00+04:30,301.0,303.0,295.0,303.0,233.06016,sell
139,2017-09-09 16:30:00+04:30,300.83,307.0,295.01,298.98,521.54298,sell
140,2017-09-09 20:30:00+04:30,298.61,298.98,285.17,298.76,372.28872,sell
141,2017-09-10 00:30:00+04:30,298.62,302.77,294.56,296.74,348.24412,sell
142,2017-09-10 04:30:00+04:30,296.72,299.0,281.51,290.58,564.96572,sell
143,2017-09-10 08:30:00+04:30,285.67,291.0,261.03,276.86,1045.20535,buy
144,2017-09-10 12:30:00+04:30,276.86,287.05,265.0,280.22,1134.57261,buy
145,2017-09-10 16:30:00+04:30,281.8,288.0,279.98,283.2,483.87900999999994,buy
146,2017-09-10 20:30:00+04:30,283.13,302.78,283.0,302.78,608.61377,sell
147,2017-09-11 00:30:00+04:30,302.78,302.78,291.87,293.5,319.21452999999997,buy
148,2017-09-11 04:30:00+04:30,293.51,304.98,285.21,301.76,2013.88975,sell
149,2017-09-11 08:30:00+04:30,301.73,304.89,286.82,293.96,1475.9681,buy
150,2017-09-11 12:30:00+04:30,293.35,297.36,288.98,294.46,385.84526,buy
151,2017-09-11 16:30:00+04:30,293.44,300.97,292.16,299.2,552.7284900000001,sell
152,2017-09-11 20:30:00+04:30,299.2,301.99,294.77,295.56,247.92172999999997,buy
153,2017-09-12 00:30:00+04:30,296.17,297.74,293.38,297.3,153.29314,buy
154,2017-09-12 04:30:00+04:30,297.78,304.41,297.51,304.41,1075.62978,buy
155,2017-09-12 08:30:00+04:30,303.01,316.46,302.62,314.15,1060.98838,sell
156,2017-09-12 12:30:00+04:30,313.7,313.7,302.32,310.95,782.3312900000001,sell
157,2017-09-12 16:30:00+04:30,311.25,311.81,300.0,304.21,1403.04238,sell
158,2017-09-12 20:30:00+04:30,304.06,305.22,286.01,295.07,698.70823,sell
159,2017-09-13 00:30:00+04:30,293.82,297.66,291.42,293.96,155.61396000000002,sell
160,2017-09-13 04:30:00+04:30,293.93,294.5,275.0,275.0,1088.34772,buy
161,2017-09-13 08:30:00+04:30,276.5,283.74,267.0,277.83,765.54219,sell
162,2017-09-13 12:30:00+04:30,278.55,280.63,262.0,263.84,1453.0078,buy
163,2017-09-13 16:30:00+04:30,263.26,274.21,257.05,266.93,1715.55432,sell
164,2017-09-13 20:30:00+04:30,266.93,278.24,264.95,266.1,816.20735,buy
165,2017-09-14 00:30:00+04:30,269.1,282.77,268.01,276.91,612.56898,sell
166,2017-09-14 04:30:00+04:30,275.76,283.77,270.0,270.0,730.37941,buy
167,2017-09-14 08:30:00+04:30,270.0,275.0,266.95,270.85,640.59746,sell
168,2017-09-14 12:30:00+04:30,270.85,273.0,238.34,238.39,3489.3471,buy
169,2017-09-14 16:30:00+04:30,238.43,253.01,229.77,243.48,3489.76076,sell
170,2017-09-14 20:30:00+04:30,241.95,244.99,221.5,234.22,2018.08109,sell
171,2017-09-15 00:30:00+04:30,234.22,240.49,215.0,215.21,2233.79094,buy
172,2017-09-15 04:30:00+04:30,217.0,243.96,212.11,234.0,2143.814,sell
173,2017-09-15 08:30:00+04:30,234.53,235.0,212.11,220.0,1948.0338600000002,sell
174,2017-09-15 12:30:00+04:30,218.93,225.91,192.0,199.28,2766.1525100000003,buy
175,2017-09-15 16:30:00+04:30,199.28,270.93,195.09,262.28,4298.8798799999995,sell
176,2017-09-15 20:30:00+04:30,257.03,267.69,235.03,259.01,1888.2960600000001,sell
177,2017-09-16 00:30:00+04:30,259.01,263.4,252.85,253.0,1178.71899,buy
178,2017-09-16 04:30:00+04:30,255.99,269.99,250.0,259.0,1978.9084300000002,buy
179,2017-09-16 08:30:00+04:30,258.99,271.81,256.0,263.55,2328.28181,sell
180,2017-09-16 12:30:00+04:30,263.55,268.72,235.51,249.99,2955.2314,sell
181,2017-09-16 16:30:00+04:30,249.99,258.19,242.3,243.0,1579.13798,buy
182,2017-09-16 20:30:00+04:30,244.0,257.0,243.0,246.62,1024.0793199999998,buy
183,2017-09-17 00:30:00+04:30,252.26,256.0,245.75,249.31,496.42117,sell
184,2017-09-17 04:30:00+04:30,249.32,252.54,244.0,245.02,817.7448400000001,sell
185,2017-09-17 08:30:00+04:30,245.02,249.97,242.0,242.09,689.05614,buy
186,2017-09-17 12:30:00+04:30,242.1,246.0,239.02,242.84,954.31064,buy
187,2017-09-17 16:30:00+04:30,241.27,254.0,240.05,253.25,959.04645,buy
188,2017-09-17 20:30:00+04:30,253.0,264.39,252.01,262.06,760.55003,sell
189,2017-09-18 00:30:00+04:30,262.21,263.97,257.0,257.55,433.82527000000005,buy
190,2017-09-18 04:30:00+04:30,257.53,285.01,257.11,282.0,1231.17685,buy
191,2017-09-18 08:30:00+04:30,283.0,299.0,278.88,289.05,910.52775,sell
192,2017-09-18 12:30:00+04:30,291.0,291.0,279.61,288.88,409.25942000000003,buy
193,2017-09-18 16:30:00+04:30,288.88,306.22,285.06,290.87,1369.73879,sell
194,2017-09-18 20:30:00+04:30,290.11,293.87,285.1,288.0,115.94573999999999,buy
195,2017-09-19 00:30:00+04:30,289.0,296.0,289.0,294.57,89.32196,sell
196,2017-09-19 04:30:00+04:30,296.0,300.0,287.0,289.87,340.59886,sell
197,2017-09-19 08:30:00+04:30,288.01,289.84,277.41,277.41,449.50527,buy
198,2017-09-19 12:30:00+04:30,279.65,294.99,279.65,289.0,346.3444,buy
199,2017-09-19 16:30:00+04:30,286.0,290.0,284.0,289.98,260.13781,sell
200,2017-09-19 20:30:00+04:30,289.44,289.96,282.0,282.0,236.76833,buy
201,2017-09-20 00:30:00+04:30,282.0,286.98,278.0,284.0,236.55385,sell
202,2017-09-20 04:30:00+04:30,284.01,284.96,280.0,281.0,230.6785,buy
203,2017-09-20 08:30:00+04:30,280.02,288.0,275.91,288.0,165.8878,sell
204,2017-09-20 12:30:00+04:30,286.09,286.91,280.98,284.05,149.50263,buy
205,2017-09-20 16:30:00+04:30,283.99,294.0,283.99,291.01,346.22237,sell
206,2017-09-20 20:30:00+04:30,291.0,293.94,288.0,288.0,84.90224,sell
207,2017-09-21 00:30:00+04:30,289.0,290.0,282.0,282.0,83.3738,sell
208,2017-09-21 04:30:00+04:30,285.1,286.0,280.01,280.01,209.78697999999997,buy
209,2017-09-21 08:30:00+04:30,280.0,285.0,278.05,285.0,128.26039,sell
210,2017-09-21 12:30:00+04:30,285.0,287.0,282.09,282.83,154.72323,sell
211,2017-09-21 16:30:00+04:30,282.65,284.11,265.5,267.02,543.28548,sell
212,2017-09-21 20:30:00+04:30,270.77,270.8,255.02,260.87,513.98788,sell
213,2017-09-21 23:30:00+03:30,257.99,264.43,252.1,257.0,362.51187000000004,buy
214,2017-09-22 03:30:00+03:30,258.0,268.0,258.0,268.0,370.89952,sell
215,2017-09-22 07:30:00+03:30,265.07,272.97,263.32,263.32,271.93667999999997,sell
216,2017-09-22 11:30:00+03:30,263.32,264.79,253.5,254.22,224.71563999999998,sell
217,2017-09-22 15:30:00+03:30,256.36,262.01,253.01,253.01,362.84121,buy
218,2017-09-22 19:30:00+03:30,254.88,259.99,254.88,259.99,106.84895,buy
219,2017-09-22 23:30:00+03:30,259.99,266.61,259.5,264.0,127.2705,sell
220,2017-09-23 03:30:00+03:30,259.99,263.99,255.11,263.0,135.50806,buy
221,2017-09-23 07:30:00+03:30,262.0,268.7,261.34,265.27,119.83588,buy
222,2017-09-23 11:30:00+03:30,266.99,282.83,266.99,282.8,281.93736,sell
223,2017-09-23 15:30:00+03:30,282.8,283.09,275.55,280.0,163.90341,buy
224,2017-09-23 19:30:00+03:30,278.21,285.0,277.07,283.0,1044.0681,buy
225,2017-09-23 23:30:00+03:30,281.3,286.23,278.77,285.93,1079.0829099999999,buy
226,2017-09-24 03:30:00+03:30,286.5,294.61,282.44,293.19,963.58239,sell
227,2017-09-24 07:30:00+03:30,293.19,293.19,275.0,278.5,1617.41514,buy
228,2017-09-24 11:30:00+03:30,278.95,282.95,277.95,280.47,947.05849,buy
229,2017-09-24 15:30:00+03:30,280.51,288.18,280.4,284.84,969.79397,buy
230,2017-09-24 19:30:00+03:30,285.5,287.14,277.06,284.99,614.92976,sell
231,2017-09-24 23:30:00+03:30,285.0,287.0,281.96,282.0,462.76447,buy
232,2017-09-25 03:30:00+03:30,282.0,290.8,281.34,285.32,1143.9424099999999,buy
233,2017-09-25 07:30:00+03:30,285.02,291.3,285.02,289.5,970.6783800000001,sell
234,2017-09-25 11:30:00+03:30,289.5,290.9,287.06,288.13,855.9390699999999,buy
235,2017-09-25 15:30:00+03:30,288.0,297.12,287.0,295.0,1255.4503300000001,sell
236,2017-09-25 19:30:00+03:30,295.06,299.0,291.03,294.43,1094.8125699999998,sell
237,2017-09-25 23:30:00+03:30,294.47,297.51,292.81,294.42,549.65759,sell
238,2017-09-26 03:30:00+03:30,294.42,296.81,291.25,291.26,833.37745,buy
239,2017-09-26 07:30:00+03:30,291.51,295.47,287.94,293.5,785.2936,sell
240,2017-09-26 11:30:00+03:30,293.0,294.99,289.56,292.82,922.53081,sell
241,2017-09-26 15:30:00+03:30,292.82,295.52,289.53,289.54,721.1523599999999,sell
242,2017-09-26 19:30:00+03:30,289.54,291.0,286.46,287.55,675.0672400000001,buy
243,2017-09-26 23:30:00+03:30,287.55,290.99,286.24,287.9,629.50658,buy
244,2017-09-27 03:30:00+03:30,289.91,292.0,286.13,291.02,697.90881,sell
245,2017-09-27 07:30:00+03:30,291.02,292.88,289.42,291.0,552.1120099999999,buy
246,2017-09-27 11:30:00+03:30,289.45,299.0,287.78,295.77,1260.33441,buy
247,2017-09-27 15:30:00+03:30,295.71,303.49,294.02,298.68,1353.84499,buy
248,2017-09-27 19:30:00+03:30,299.84,309.39,297.01,308.64,878.20414,buy
249,2017-09-27 23:30:00+03:30,308.64,313.0,304.89,309.74,775.6994599999999,sell
250,2017-09-28 03:30:00+03:30,309.81,310.41,303.05,308.39,1051.29649,sell
251,2017-09-28 07:30:00+03:30,308.41,311.81,304.89,305.57,1148.45035,sell
252,2017-09-28 11:30:00+03:30,306.17,310.63,300.0,300.7,1838.5791,sell
253,2017-09-28 15:30:00+03:30,300.76,304.5,297.73,299.42,975.7985800000001,sell
254,2017-09-28 19:30:00+03:30,299.42,303.61,298.0,298.0,769.13689,buy
255,2017-09-28 23:30:00+03:30,299.68,304.06,296.89,302.44,817.6478099999999,sell
256,2017-09-29 03:30:00+03:30,302.44,303.0,274.0,280.0,3799.87279,buy
257,2017-09-29 07:30:00+03:30,280.0,291.0,276.11,290.49,2027.92905,buy
258,2017-09-29 11:30:00+03:30,290.47,299.11,285.55,297.01,1835.09054,sell
259,2017-09-29 15:30:00+03:30,297.01,302.97,291.01,293.14,1521.0950699999999,sell
260,2017-09-29 19:30:00+03:30,293.14,298.6,290.11,292.81,851.76953,sell
261,2017-09-29 23:30:00+03:30,292.81,297.1,290.7,292.22,1053.4420400000001,buy
262,2017-09-30 03:30:00+03:30,292.62,302.45,292.22,302.01,730.63802,sell
263,2017-09-30 07:30:00+03:30,302.0,306.5,296.51,301.01,821.22699,buy
264,2017-09-30 11:30:00+03:30,300.02,307.47,298.21,303.57,831.6619900000001,buy
265,2017-09-30 15:30:00+03:30,303.02,306.0,301.18,304.9,706.03087,sell
266,2017-09-30 19:30:00+03:30,305.42,307.49,301.21,304.01,634.20705,buy
267,2017-09-30 23:30:00+03:30,304.01,307.4,302.01,304.36,296.84303,sell
268,2017-10-01 03:30:00+03:30,305.13,305.5,298.08,299.3,798.11708,buy
269,2017-10-01 07:30:00+03:30,299.0,301.39,298.08,300.52,870.88727,sell
270,2017-10-01 11:30:00+03:30,300.76,302.85,300.0,300.35,595.6600599999999,sell
271,2017-10-01 15:30:00+03:30,300.35,301.0,294.0,300.22,1470.35715,buy
272,2017-10-01 19:30:00+03:30,300.21,303.31,298.77,302.0,374.10597,buy
273,2017-10-01 23:30:00+03:30,302.64,306.0,299.83,303.95,950.93005,sell
274,2017-10-02 03:30:00+03:30,303.94,305.0,300.2,301.46,737.57456,buy
275,2017-10-02 07:30:00+03:30,301.76,304.87,300.21,302.38,890.96869,sell
276,2017-10-02 11:30:00+03:30,301.76,304.85,300.0,300.41,699.8881700000001,buy
277,2017-10-02 15:30:00+03:30,300.4,301.99,296.71,300.8,733.53568,sell
278,2017-10-02 19:30:00+03:30,300.19,301.83,295.0,296.87,430.01300999999995,sell
279,2017-10-02 23:30:00+03:30,297.5,299.92,295.73,296.5,218.85736,buy
280,2017-10-03 03:30:00+03:30,298.15,301.99,296.6,300.99,684.99514,sell
281,2017-10-03 07:30:00+03:30,299.41,301.0,290.06,291.77,2055.43645,sell
282,2017-10-03 11:30:00+03:30,291.76,293.36,283.18,291.0,1146.78238,buy
283,2017-10-03 15:30:00+03:30,292.0,292.99,285.8,291.29,525.51676,sell
284,2017-10-03 19:30:00+03:30,291.29,293.0,288.54,291.13,681.25733,buy
285,2017-10-03 23:30:00+03:30,290.13,293.7,287.14,292.48,452.86895999999996,buy
286,2017-10-04 03:30:00+03:30,292.47,295.31,291.02,293.41,820.7072900000001,buy
287,2017-10-04 07:30:00+03:30,293.41,297.97,292.3,295.89,885.52251,sell
288,2017-10-04 11:30:00+03:30,295.89,295.89,290.55,292.58,774.5923700000001,buy
289,2017-10-04 15:30:00+03:30,292.59,294.39,288.0,294.38,586.87581,sell
290,2017-10-04 19:30:00+03:30,294.38,294.39,289.06,291.25,570.0884,buy
291,2017-10-04 23:30:00+03:30,291.11,293.0,288.0,291.99,377.10154,sell
292,2017-10-05 03:30:00+03:30,290.0,294.8,289.0,289.71,417.56587,sell
293,2017-10-05 07:30:00+03:30,289.82,290.27,285.53,289.12,991.74899,buy
294,2017-10-05 11:30:00+03:30,288.81,292.76,286.0,289.72,557.24589,buy
295,2017-10-05 15:30:00+03:30,290.39,296.17,289.29,294.51,614.89122,buy
296,2017-10-05 19:30:00+03:30,295.0,297.0,293.6,296.99,640.4367599999999,sell
297,2017-10-05 23:30:00+03:30,296.99,297.44,294.03,294.81,190.50143,buy
298,2017-10-06 03:30:00+03:30,294.78,297.5,293.78,295.52,411.40601000000004,buy
299,2017-10-06 07:30:00+03:30,295.01,301.9,294.26,300.29,783.80354,buy
300,2017-10-06 11:30:00+03:30,299.81,302.9,298.58,301.22,710.78991,buy
301,2017-10-06 15:30:00+03:30,301.89,303.89,298.24,301.67,794.09618,buy
302,2017-10-06 19:30:00+03:30,301.68,303.99,300.57,302.01,505.44025,buy
303,2017-10-06 23:30:00+03:30,302.37,310.8,300.45,310.8,335.4877,buy
304,2017-10-07 03:30:00+03:30,309.9,314.28,309.0,311.56,475.25615999999997,sell
305,2017-10-07 07:30:00+03:30,312.42,312.46,303.6,307.01,395.99279,sell
306,2017-10-07 11:30:00+03:30,306.71,310.99,305.61,306.0,303.80651,buy
307,2017-10-07 15:30:00+03:30,306.0,311.89,304.99,310.06,292.92174,sell
308,2017-10-07 19:30:00+03:30,310.01,311.68,307.86,308.02,216.05506,buy
309,2017-10-07 23:30:00+03:30,308.02,318.5,306.34,311.01,481.7585,buy
310,2017-10-08 03:30:00+03:30,311.08,314.46,311.01,312.75,479.63782000000003,sell
311,2017-10-08 07:30:00+03:30,312.5,314.44,310.47,311.38,329.24393,sell
312,2017-10-08 11:30:00+03:30,312.0,313.0,309.5,310.43,501.61478,buy
313,2017-10-08 15:30:00+03:30,310.44,316.47,309.5,313.97,670.8836200000001,sell
314,2017-10-08 19:30:00+03:30,313.5,317.07,310.77,311.66,438.93374000000006,sell
315,2017-10-08 23:30:00+03:30,311.53,314.17,309.0,311.07,540.61809,sell
